title,price,mrp,discount_percentage,link
GadgetBite Headphone Vinyl Carrying EVA Case Earpads Storage Bag Headphone Pouch Portable Anti-Pressure Compatible for Boa...,379,999,62.06,https://www.amazon.in/dp/B09HBVWWQ5
"Sponsored Ad - Skullcandy Hesh ANC Smartchoice Over-Ear Active Noise Cancelling Wireless Headphones 40mm Drivers,22Hr Play...",4999,499900,99.0,https://www.amazon.in/dp/B0DVH63P58
"JBL Tune 770NC Wireless Over Ear ANC Headphones with Mic, Upto 70 Hrs Battery, Speed Charge : 5 min Charge Gives up to 3H ...",4999,9999,50.01,https://www.amazon.in/dp/B0C664NHV6
Sony MDR-EX15AP In Ear Wired Earphones With Mic For Calls - White,890,,,https://www.amazon.in/dp/B00JHIRDY2
Sony MDR7506 Close Ear Headphone (Black),9499,15999,40.63,https://www.amazon.in/dp/B01EJVYN3K
"BonKaso Headphone Carrying Case – Hard Shell Vinyl Protective Case Compatible with Boat Rockerz 550, Sony WH-CH510/CH710N,...",469,999,53.05,https://www.amazon.in/dp/B0F5X4YSBZ
"boAt Rockerz 450, 15 HRS Battery, 40mm Drivers, Padded Ear Cushions, Integrated Controls, Dual Modes, On Ear Bluetooth Hea...",1499,3990,62.43,https://www.amazon.in/dp/B086671ZSR
"Bluetooth Neckband for Sony Xperia Xperia C, Sony Xperia Z3 plus, Sony Xperia C3 Dual SIM Dual, Sony Xperia Z5 Premium, So...",399,1499,73.38,https://www.amazon.in/dp/B0BGHY2ZL5
Sony WF-C710N | Dual Noise Cancellation Wireless Bluetooth in Ear Buds | AI Call Quality | 40Hrs Battery W/O ANC | 30Hrs B...,7980,12990,38.57,https://www.amazon.in/dp/B0FCM165VM
"Sponsored Ad - Sennheiser Momentum 4 Wireless Over Ear Headphones, German Design, ANC, 60h Battery, Customizable Sound, 4 ...",20990,34990,40.01,https://www.amazon.in/dp/B0CJL1QQN6
"GOBOULT Q Over Ear Bluetooth Headphones with 70H Playtime, 40mm Bass Drivers, Zen™ ENC Mic, Type-C Fast Charging, 4 EQ Mod...",1499,5999,75.01,https://www.amazon.in/dp/B0DFHFH16K
"boAt Rockerz 412 (2025 Launch), 60Hrs Battery, 40Mm Drivers, 40Ms Low Latency, Enx Tech, Integrated Controls, V5.4 Bluetoo...",1299,2999,56.69,https://www.amazon.in/dp/B0FC327SXQ
"boAt Rockerz 650 Pro (2025 Launch),Touch/Swipe Controls,Dolby Audio,80Hrs Battery,2Mics Enx,Fast Charge,App Support,Dual P...",2299,8990,74.43,https://www.amazon.in/dp/B0DV5GLTLZ
"Sonos Ace | Noise Cancelling Wireless Over-Ear Headphones with Bluetooth, 30-Hour Battery Life, Spatial Audio, Dolby Atmo...",29999,39999,25.0,https://www.amazon.in/dp/B0D37H1T6H
"boAt Rockerz 450, 15 HRS Battery, 40mm Drivers, Padded Ear Cushions, Integrated Controls, Dual Modes, On Ear Bluetooth Hea...",1299,3990,67.44,https://www.amazon.in/dp/B07PR1CL3S
"GOBOULT Q Over Ear Bluetooth Headphones with 70H Playtime, 40mm Bass Drivers, Zen™ ENC Mic, Type-C Fast Charging, 4 EQ Mod...",1499,5999,75.01,https://www.amazon.in/dp/B0DFHGX8R3
Sony New Linkbuds Fit WF-LS910N | Active Noise Cancelling Wireless Bluetooth in Earbuds | Comfortable Fit with New Support...,14990,24990,40.02,https://www.amazon.in/dp/B0F21B9R8H
"Sponsored Ad - Marshall Major V Wireless On Ear Headphones, Black",14999,,,https://www.amazon.in/dp/B0D1VN2VB7
"Sponsored Ad - Skullcandy Crusher Wireless Over-Ear Bluetooth Headphones - Adjustable Sensory Bass, Noise-Isolating Fit, 5...",8999,28999,68.97,https://www.amazon.in/dp/B01DWH77GC
"Sony Float Run WI-OE610 Headphones Designed for Running, Cycling, Hiking & Other Sports, Gym Headphones with Open-Ear Desi...",8990,,,https://www.amazon.in/dp/B0CQ4LP8K4
"boAt Rockerz 421 (2025 Launch), 40Hrs Battery, Low Latency(40Ms), 40Mm Drivers, Enx Technology, Integrated Controls, V5.4 ...",1187,2490,52.33,https://www.amazon.in/dp/B0F7M3Q8DV
"Noise Airwave Max 4 Wireless Over Ear Headphones with 70H Playtime, ENC, 40mm Driver, Low Latency(up to 40ms), Dual Pairin...",1699,5999,71.68,https://www.amazon.in/dp/B0CY1PL36Q
"Sony WF-C510 Wireless Bluetooth Earbuds with Mic, TWS, in Ear, Ambient Sound Mode, Small and Comfortable, IPX4, Quick Char...",3990,8990,55.62,https://www.amazon.in/dp/B0D9R45FMH
"Sony WF-C500 Bluetooth Earbuds with Mic, TWS, Up to 20Hrs Battery-Green",4490,8990,50.06,https://www.amazon.in/dp/B09PC4YK12
"Street27® Earpads Cushion Compatible with Sony WH-XB910 XB910N Wireless Headphones, Ear Pads with Soft Protein Leather Hig...",664,1499,55.7,https://www.amazon.in/dp/B0D859YTJ1
