title,price,link,mrp,discount_percentage
Sponsored Ad - OnePlus Nord CE5 | Massive 7100mAh Battery | MediaTek Dimensity 8350 Apex | Powered by OnePlus AI | 8GB + 2...,"₹25,499",https://www.amazon.in/dp/B0FCMKSH2M,26999,5.56
"Sponsored Ad - Redmi Note 14 5G (Titan Black, 8GB RAM 128GB Storage) | Global Debut MTK Dimensity 7025 Ultra | 2100 nits S...",Prime Savings 10% on select bank cards,https://www.amazon.in/dp/B0DPFTHDBX,22999,99.96
"iQOO Z10 Lite 5G (Titanium Blue, 4GB RAM, 128GB Storage) | 6000 mAh Battery | Dimensity 6300 5G Processor with 433K+* AnTu...",Prime Savings 10% on select bank cards,https://www.amazon.in/dp/B0FC5XCLXG,13999,99.93
"iQOO Z10x 5G (Titanium, 8GB RAM, 256GB Storage) | 6500 mAh Large Capacity Battery | Dimensity 7300 Processor | Military-Gr...","₹15,998",https://www.amazon.in/dp/B0F2T5RBCW,20499,21.96
"OnePlus Nord CE4 Lite 5G (Mega Blue, 8GB RAM, 128GB Storage)",Prime Savings 10% on select bank cards,https://www.amazon.in/dp/B0D5YFZ946,20999,99.95
"Tecno POP 9 (Magic Skin Green, 3GB+64GB) |India's 1st Mediatek G50 | IP54 Rated | IR Remote | Dual Speaker with DTS | 36 M...","₹5,999",https://www.amazon.in/dp/B0DKP92X7X,8499,29.42
"realme NARZO 80x 5G (Sunlit Gold,6GB+128GB) | Dimensity 6400 5G Chipset | 6000mAh Long-Lasting Battery | 45W Fast Charge |...","₹11,998",https://www.amazon.in/dp/B0F1XMGQSP,15999,25.01
OnePlus 13 | Smarter with OnePlus AI | Lifetime Display Warranty |12GB RAM 256GB Storage Midnight Ocean | Official Smartph...,"₹61,999",https://www.amazon.in/dp/B0DPS7FB4J,72999,15.07
Apple iPhone 15 (128 GB) - Blue,"₹46,999",https://www.amazon.in/dp/B0CHX2F5QT,69900,32.76
"Nokia All-New 105 Dual Sim Keypad Phone with Built-in UPI Payments, Long-Lasting Battery, Wireless FM Radio | Charcoal","₹1,199",https://www.amazon.in/dp/B0CBMH1YSN,1699,29.43
