title,price,mrp,discount_percentage,link
"HP Windows 11 Home Victus Gaming Laptop,AMD Ryzen 5 5600H,4GB AMD Radeon RX 6500M Graphics,15.6-Inch(39.6 Cm),FHD,IPS,144H...",52950,75000,29.4,https://www.amazon.in/dp/B0DSC6NH6P
"HP 15, 13th Gen Intel Core i7-1355U (16GB DDR4, 512GB SSD) FHD, Anti-Glare, 15.6’’/39.6cm, Win11, M365(1yr)* Office 24, Si...",62990,83034,24.14,https://www.amazon.in/dp/B0DTTS34NW
"HP Victus, 13th Gen Intel Core i5-13420H, 6GB RTX 4050 (16GB DDR4, 512GB SSD) FHD, 144Hz, IPS, 15.6""/39.6cm, Win11, Office...",72990,95746,23.77,https://www.amazon.in/dp/B0D1YJR2ZY
"HP 15s, AMD Ryzen 5 5500U (8GB DDR4, 512GB SSD) FHD, Anti-Glare, 15.6''/39.6 cm, Win 11, Office 21, Silver, 1.69 kg, eq214...",35590,45999,22.63,https://www.amazon.in/dp/B09RZRF1PJ
"HP Professional 15 (2025), Intel Core i5 13th Gen 1334U - (32 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Pro) Thin an...",53270,98990,46.19,https://www.amazon.in/dp/B0FPBGJWVZ
"HP 15 (2025), Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business...",24900,35000,28.86,https://www.amazon.in/dp/B0FKLZG51R
"Sponsored Ad - ASUS Vivobook S16,13th Gen,Intel Core i7-13620H,Metallic Design Laptop(Intel UHD iGPU/16GB RAM/512GB SSD/FH...",66990,100990,33.67,https://www.amazon.in/dp/B0F9YDMZQP
"Sponsored Ad - ASUS Vivobook S14, Intel Core Ultra 5 225H, Metallic Design Laptop (Intel iGPU/16GB RAM/512GB SSD/FHD+/14""/...",69990,99990,30.0,https://www.amazon.in/dp/B0F9YFTS75
"Sponsored Ad - ASUS Vivobook 16, Intel Core Ultra 5 Series 2, 16GB RAM, 512GB SSD, FHD+ 16"", Windows 11, Office Home 2024,...",64990,93990,30.85,https://www.amazon.in/dp/B0DT74FF9P
"HP 15, 13th Gen Intel Core i5-13420H, (16GB DDR4, 512GB SSD), FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365 Basi...",55990,67811,17.43,https://www.amazon.in/dp/B0FK2HHZBS
"HP 15, AMD Ryzen 5 7520U (8GB LPDDR5, 512GB SSD) Anti-Glare, FHD,15.6-inch (39.6 cm) Win 11, Office 21, FHD Camera with Pr...",33989,53413,36.37,https://www.amazon.in/dp/B0CY2R1G3G
"HP 15, Intel Ci7-13620H 13th Gen Laptop (16GB DDR4, 512GB SSD) Anti-Glare, Micro-Edge, 15.6''/39.6cm, FHD, Win11, M365 Bas...",65985,77507,14.87,https://www.amazon.in/dp/B0FJ26H614
"HP Laptop 240R G9 (2024), Intel Core i3 13th Gen 1315U - (16GB/512GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Ligh...",34490,49990,31.01,https://www.amazon.in/dp/B0DKG9DPB1
"HP Victus, AMD Ryzen 9-8945HS, 8GB RTX 4060, 16GB RAM (Upgradeable) 1TB SSD, 144Hz, 300nits, IPS, FHD, 15.6""/39.6cm, Win1...",98990,126579,21.8,https://www.amazon.in/dp/B0DTJ3PX6T
"HP OmniBook 7 OLED, Intel Core Ultra 7 255H (32GB LPDDR5,1TB SSD), 3K, 0.2 ms, Micro-Edge, 14''/35.6cm, Win 11, M365, Offi...",103990,133806,22.28,https://www.amazon.in/dp/B0FP5H484J
"HP 15, Intel Core i3-1315U-13th Gen Laptop (8GB DDR4 Ram,512GB SSD) Anti-Glare, Micro-Edge,15.6'' FHD, Win11,M365 Basic(1y...",33985,50903,33.24,https://www.amazon.in/dp/B0FKN7Z65N
"HP 15, AMD Ryzen 5 7430U (16GB DDR4, 512GB SSD) FHD, Anti-Glare, Micro-Edge,15.6''/39.6cm, Win11, M365 Basic(1yr)* Office2...",42990,53267,19.29,https://www.amazon.in/dp/B0DVLPPPRN
"Sponsored Ad - ASUS Vivobook 15, Intel Core i3 13th Gen 1315U, 8GB RAM, 512GB SSD, FHD 15.6"", Windows 11, Office Home 202...",32989,51990,36.55,https://www.amazon.in/dp/B0DYF2678B
"Sponsored Ad - ASUS Vivobook Go 14, AMD Ryzen 3 7320U, 8GB RAM, 512GB SSD, FHD 14"", Windows 11, Office Home 2024, Mixed Bl...",28990,43990,34.1,https://www.amazon.in/dp/B0DTYNRVRX
"HP 15 (Fingerprint, Metal ID,Backlit KB Laptop) Intel 13th Gen Core i5-1334U (16GB DDR4 Ram,512GB SSD) 15.6''/39.6cm,FHD,W...",52648,72053,26.93,https://www.amazon.in/dp/B0CTKHG3F6
HP 65W AC Laptops Charger Adapter 4.5mm for HP Pavilion Black (Without Power Cable),999,1198,16.61,https://www.amazon.in/dp/B01NBX5RSB
"HP 14 (2025), Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business ...",,,,https://www.amazon.in/dp/B0FP9R4R3X
"HP Smartchoice 15, AMD Ryzen 5 7535HS (16GB DDR5, 512GB SSD) Anti-Glare, Micro-Edge, FHD,15.6''/39.6cm, Win11, M365 Basic(...",45990,60598,24.11,https://www.amazon.in/dp/B0F5W8MQHJ
"HP Battery_King 15,12th Gen Intel Core i5-1235U, 8GB DDR4,1TB SSD, (Win 11,MSO 2021,Silver,1.59 Kg),15.6-Inch(39.6 Cm) FHD...",57590,59999,4.02,https://www.amazon.in/dp/B0DCG7GYZ2
"HP 15 (2025), AMD Ryzen 5 7520U Quad Core - (8 GB/512 GB SSD/AMD Radeon Graphics/Windows 11 Home) Thin and Light Business ...",30280,78690,61.52,https://www.amazon.in/dp/B0F6TKGHLG
"HP 14, 13th Gen Intel Core i3-1315U Laptop (8GB DDR4,512GB SSD) Anti-Glare, Micro-Edge, 14/35.6cm, FHD, Win11, M365 Basic(...",36990,50843,27.25,https://www.amazon.in/dp/B0F9WNRWYS
"HP 15 Laptop,13th Gen Intel Core i5-1334U, 16GB DDR4, 512GB SSD, 15.6-inch(39.6cm), Anti-Glare, FHD Laptop, Intel Iris Xe ...",49150,67205,26.87,https://www.amazon.in/dp/B0DVLQVCG7
"Sponsored Ad - ASUS Vivobook 15, Intel Core i3 13th Gen 1315U, 12GB RAM, 512GB SSD, FHD 15.6"", Windows 11, Office Home 202...",33990,51990,34.62,https://www.amazon.in/dp/B0FKBMW1BP
"Sponsored Ad - ASUS Zenbook 14,Intel Core Ultra 7 (Series 2),Thin & Light(Intel Arc iGPU/32GB/1TB/3K OLED Touch screen/14/...",113990,158990,28.3,https://www.amazon.in/dp/B0DSHWNR64
"Sponsored Ad - HP OmniBook 5 OLED (Previously Pavilion), Snapdragon X Processor (16GB LPDDR5x, 1TB SSD) 2K, 14''/35.6cm, W...",69990,88225,20.67,https://www.amazon.in/dp/B0F8P844W2
"Sponsored Ad - ASUS Zenbook 14, Smartchoice,AMD Ryzen AI 5 340, AI PC(AMD Radeon Graphics/16GB RAM/512GB SSD/3K OLED/14/12...",87990,117990,25.43,https://www.amazon.in/dp/B0F9YG6D4C
"HP Omen, 14th Gen Intel Core i7-14650HX, 8GB RTX 5050, 24GB DDR5(Upgradeable) 1TB SSD, 165Hz, 2k WUXGA, 3ms, 400 nits, 1...",129990,162996,20.25,https://www.amazon.in/dp/B0FDKRKC92
"HP 15, 13th Gen Intel Core i5-1334U Laptop (12GB DDR4,512GB SSD) Anti-Glare,Micro-Edge,15.6''/39.6cm, FHD, Win11,M365,Offi...",48430,85000,43.02,https://www.amazon.in/dp/B0F4R3MMMR
"HP Pavilion x360, 13th Gen Intel Core i5-1335U (16GB DDR4, 512GB SSD) Touchscreen, 14""/35.6cm, FHD, Win 11, Office 21, Sil...",64900,90485,28.28,https://www.amazon.in/dp/B0CJ2KWNNQ
"HP Pavilion Plus, Enhanced by AI, Intel Core Ultra 5 125H, 14-inch, WQXGA, 16GB LPDDR5x, 512GB SSD, Intel Arc Graphics, 5M...",74900,85000,11.88,https://www.amazon.in/dp/B0DF7Q2CXF
"HP OmniBook 7 OLED, Intel Core Ultra 5 255H (16GB LPDDR5,1TB SSD), 3K, 0.2 ms, Micro-Edge, 14''/35.6cm, Win 11, M365, Offi...",85990,101788,15.52,https://www.amazon.in/dp/B0FP5NF7KR
"HP 15 AMD Ryzen 3 7320U (8GB Ram/512GB SSD/Fhd/15.6"" (39.6 Cm)/Backlit Keyboard/Windows 11/Ms Office 21/1.59Kg/Silver) Fc0...",35100,45274,22.47,https://www.amazon.in/dp/B0C3RCR4K7
"HP Victus, 13th Gen Intel Core i5-13420H, 6GB RTX 4050 Gaming Laptop (16GB DDR4, 512GB SSD) 144Hz, IPS, 15.6""/39.6cm, Flic...",72290,96064,24.75,https://www.amazon.in/dp/B0F79G1XW6
"Sponsored Ad - ASUS Vivobook 16, Snapdragon X, 16GB RAM, 512GB SSD, FHD+ 16"", Windows 11, Office Home 2024, Cool Silver, ...",52990,84990,37.65,https://www.amazon.in/dp/B0DX1TJXRD
"Sponsored Ad - ASUS Vivobook 15, Smartchoice, AMD Ryzen 7 5825U, 16GB RAM, 512GB SSD, FHD 15.6"", Windows 11, Office Home 2...",40990,57990,29.32,https://www.amazon.in/dp/B0FC2LKFSC
"HP 15 (2025), Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business ...",26000,35000,25.71,https://www.amazon.in/dp/B0FKLZ995M
"HP 15 (2025), AMD Ryzen 3 7320U Quad Core - (8 GB/512 GB SSD/AMD Radeon Graphics/Windows 11 Pro) Thin and Light Business L...",28400,40290,29.51,https://www.amazon.in/dp/B0F6TJ164J
"65W Laptop Charger for HP Pavilion x360 14 15 17, HP Envy 13 15 X360, HP Elitebook 840 G5, HP ProBook HP Chromebook HP Str...",885,2500,64.6,https://www.amazon.in/dp/B0CHYWQ2XH
FACTOTECH USB C to Smart Tip Connector 4.5 x 3.0mm for HP Laptop 100w PD Converter USB C to Smart Tip Connector,464,999,53.55,https://www.amazon.in/dp/B0CSXM1FK4
"HP Windows 11 Home 15,13Th Gen Intel Core I5-1334U(8GB DDR4,512GB SSD),Anti-Glare,Micro-Edge,15.6''/39.6Cm,FHD,Silver,1.59...",45490,67205,32.31,https://www.amazon.in/dp/B0DTTRDT3B
"HP 15s, 12th Gen Intel Core i5-1235U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg), FY5008TU Anti-Glare, 15.6-...",50500,65900,23.37,https://www.amazon.in/dp/B0CJM5Z6FY
"HP 255 G10, AMD Ryzen 3 7320U Quad Core -(DOS 16 GB RAM /512 GB SSD/AMD Radeon Graphics) Thin and Light Business Laptop/1...",28490,78690,63.79,https://www.amazon.in/dp/B0FGXWXGCR
"Sponsored Ad - ASUS Zenbook 14,Intel Core Ultra 7 (Series 2),Thin & Light(Intel Arc iGPU/32GB/1TB/3K OLED Touch screen/14/...",113990,158990,28.3,https://www.amazon.in/dp/B0DSHRTM53
"Sponsored Ad - ASUS Vivobook 16, Smartchoice, AMD Ryzen AI 7 350, 16GB RAM, 512GB SSD, FHD+ 16"", Windows 11, Office Home 2...",67990,93990,27.66,https://www.amazon.in/dp/B0FC2H6R9W
"Sponsored Ad - ASUS Vivobook Go 14, AMD Ryzen 5 7520U, 16GB RAM, 512GB SSD, FHD 14"", Windows 11, Office Home 2024, Black, ...",37990,52990,28.31,https://www.amazon.in/dp/B0DTY1C216
"Sponsored Ad - ASUS Vivobook 15, Intel Core i3 13th Gen 1315U, 16GB RAM, 512GB SSD, FHD 15.6"", Touchscreen, Win11, Office ...",39990,51990,23.08,https://www.amazon.in/dp/B0FMRSJK1L
"HP 15s, 12th Gen Intel Core i5 16GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Win 11/Intel Iris Xe...",51700,59387,12.94,https://www.amazon.in/dp/B0B6F6HN37
"HP 15s, 12th Gen Intel Core i3-1215U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg) Anti-glare, Micro-edge, 15....",36890,45274,18.52,https://www.amazon.in/dp/B0BP2M7CCS
"HP 14, 13th Gen Intel Core i5-1335U, 16GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.4kg), Anti-Glare, IPS, 14-inch(3...",59990,85000,29.42,https://www.amazon.in/dp/B0D9JVGP6P
"HP Victus, 13th Gen Intel Core i5-13420H, 4GB NVIDIA RTX 2050 Gaming Laptop (16GB RAM, 1TB SSD) 144Hz, IPS, 15.6""/39.6cm, ...",68999,81999,15.85,https://www.amazon.in/dp/B0D2LG3DRJ
"HP Smartchoice OmniBook 5 (Previously Pavilion) 50 Tops, AMD Ryzen AI 5 340 (16GB LPDDR5X, 512GB SSD) WUXGA 2K, 16''/40.6c...",67990,85965,20.91,https://www.amazon.in/dp/B0F3HQKGMN
"HP Smartchoice Victus, AMD Ryzen 5 8645HS, 6GB RTX 3050, 31 Tops, 16GB DDR5(Upgradeable) 512GB SSD, 144Hz, 300nits, FHD, 1...",63990,84838,24.57,https://www.amazon.in/dp/B0DTYX4VMP
"HP 15, 13th Gen Intel Core i3-1315U (8GB DDR4, 512GB SSD) FHD Anti-Glare Micro-Edge, 15.6""/39.6cm, Windows 11, MS Office, ...",34990,52273,33.06,https://www.amazon.in/dp/B0C3RF3HT3
"Sponsored Ad - ASUS Vivobook 15, Intel Core i3 13th Gen 1315U, 8GB RAM, 512GB SSD, FHD 15.6"", Windows 11, Office Home 202...",32990,51990,36.55,https://www.amazon.in/dp/B0FN9HRLXJ
"HP 15 (2025), Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business ...",36990,,,https://www.amazon.in/dp/B0F8WTY1HN
"HP 15s, 12th Gen Intel Core i3-1215U (8GB DDR4, 512GB SSD) FHD, Anti-Glare, 15.6""/39.6cm, Win 11, Office 21, Silver, 1.69k...",34490,48988,29.6,https://www.amazon.in/dp/B0D4LZMJ5Z
"HP Chromebook X360 Intel Celeron N4120 14 inch(35.6 cm) Micro-Edge, Touchscreen, 2-in-1 Laptop (4GB RAM/64GB eMMC/Chrome O...",23588,32295,26.96,https://www.amazon.in/dp/B09QQPGDBG
"HP Chromebook (2024) MediaTek MT8183 - (4 GB/32 GB EMMC Storage/Chrome OS) 11MK G9 EE Chromebook (11.6 Inch, Black, 1.34 Kg)",11990,34554,65.3,https://www.amazon.in/dp/B0DBLRLL9B
Maxelon Power Cable & HP Blue Pin Original Laptop Charger 19.5V 3.33A 65W Adapter- Black,1596,,,https://www.amazon.in/dp/B0CR4158SZ
"HP Laptop 250R G9 (2024), Intel Core i3 13th Gen 1315U - (8GB/512GB SSD/DOS/Intel UHD Graphics) Thin and Light Business La...",31540,39724,20.6,https://www.amazon.in/dp/B0DKGBYGKQ
